text,gpt_responses,scope3,vague,file_name
"In addition, our internal mobility policy lets employees take charge of their own career by changing jobs on a regular basis in order to acquire new skills.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous,NYSE_TTE_2022_results.csv
"Compared to the previous G Series models, the P Tier models have a redesigned larger cab, new machine options, and performance enhancements that improve fuel ef ciency by 10%.5 This allows customers to do more work while using less fuel.
","{'scope3': 'no', 'vague': 'specific'}",no,specific,NYSE_DE_2022_results.csv
"The data presented in this report is collected using accepted and relevant scientific and industry accepted methodologies, which in some instances, are based on assumptions and estimates.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous,NYSE_KO_2022_results.csv
"MSC is built and powered by Dairy Data Warehouse BV (DDW), a Dutch company offering data solutions for sustainable dairy.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_DE_2022_results.csv
"As a coach, I love hearing about her programs and how she helps keep kids engaged with sports, and that also helps me find what she needs as a customer.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_NKE_2022_results.csv
"All scenarios show that London’s world class Congestion Charge policy, which currently exempts EVs, goes a long way to helping more drivers realize the lowest costs in ZEVs compared to traditional ICE cars and hybrids .
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous,NYSE_UBER_2022_results.csv
"Management also uses these non GAAP financial measures in making financial, operating, compensation and planning decisions and in evaluating the company’s performance.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_KO_2022_results.csv
"He regularly updates our Board of Directors on topics such as talent development and employee engagement and is directly supported by a variety of dedicated human resources functions across our businesses, content engines, and regions.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_DIS_2022_results.csv
"The second, bigger, part (around 85%) corresponds to the use of energy, either by combustion to generate electricity, for example, or in industrial processes, and is the target of projects to improve our energy efficiency.
","{'scope3': 'no', 'vague': 'specific'}",no,specific,NYSE_TTE_2022_results.csv
"Forecast Policy Scenario (FPS) in which we achieve warming of 1 .8 degrees over pre industrial levels by 2100 based on a high conviction policy based forecast of announced responses to climate change and related implications for energy, vehicles and carbon prices .
","{'scope3': 'no', 'vague': 'specific'}",no,specific,NYSE_UBER_2022_results.csv
"TotalEnergies has also publicly endorsed the Responsible Tax Principles developed by the B Team, a non profit organization bringing together business leaders and representatives of civil society with the aim of promot ing a sustainable form of economic and social development.
","{'scope3': 'no', 'vague': 'specific'}",no,specific,NYSE_TTE_2022_results.csv
"Corporate Jets NIKE’s fleet management program for aviation is pursuing the National Business Aviation Association’s Sustainable Flight Department Accreditation to achieve sustainability practices across our operations.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous,NYSE_NKE_2022_results.csv
"McDonald’s product and listed on the product’s ingredient statement.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_MCD_2022_results.csv
"As climate scenarios are inherently uncertain, the scenario analysis considered the full range of potential impacts from all scenarios without considering the likelihood of each scenario developing.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous,NYSE_PFE_2022_results.csv
"In 2022, we enhanced our mandatory Compliance and Ethics training for employees, with a new focus on compliance awareness initiatives, such as Ethics Moments manager led discussions about key compliance and ethics topics, designed to foster tone at the middle.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous,NASDAQ_BKNG_2022_results.csv
"Over 7,000 restaurants in Europe offer customers the opportunity to recycle guest packaging, and the recycling of used cooking oil, cardboard and food waste from our kitchens is standard operating procedure.
","{'scope3': 'no', 'vague': 'specific'}",no,specific,NYSE_MCD_2022_results.csv
"Working together on execution workstreams, they develop the implementation plans for achieving our sustainability initiatives and engage progress to ensure the delivery of action plans.
","{'scope3': 'no', 'vague': 'generic'}",no,generic,NYSE_DE_2022_results.csv
"Reducing emissions (Scope 1 2) Contribute to the reduction in emissions from the Company’s facilities.
","{'scope3': 'no', 'vague': 'specific'}",no,specific,NYSE_TTE_2022_results.csv
"Awarded contract for 800 new EV charge points in Ghent.
","{'scope3': 'no', 'vague': 'specific'}",no,specific,NYSE_TTE_2022_results.csv
"ESHIA enables a formal analysis to identify key environmental, socioeconomic and health risks and develop strategies to manage these risks through the full life cycle of an asset.
","{'scope3': 'no', 'vague': 'generic'}",no,generic,NYSE_XOM_2022_results.csv
"Within Global Operations and Sustainability, the Sustainability Director manages the focus areas and subject matter experts are responsible for identifying opportunities.
","{'scope3': 'no', 'vague': 'generic'}",no,generic,NYSE_XOM_2022_results.csv
"Our partner and affiliate programs offer a variety of solutions to meet our partners' business needs.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NASDAQ_BKNG_2022_results.csv
"If you are a shareowner of record, you have an opportunity to help the environment by signing up to receive your shareowner communications, including proxy materials, account statements and tax forms, electronically.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous,NYSE_KO_2022_results.csv
"By working with other large brands, we are able to help drive change at scale across our industry and beyond, as well as learn and share best practices with our peers.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous,NYSE_NKE_2022_results.csv
"That’s why we continue to focus our investments on leveling the playing field for all athletes , now and for future generations to come.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_NKE_2022_results.csv
"As we work to get these pivotal technologies in the hands of customers faster, part of our nal product development phase has involved our customers putting See Spray to use out in the eld.
","{'scope3': 'yes', 'vague': 'ambiguous'}",yes,ambiguous,NYSE_DE_2022_results.csv
"They are as follows: FY19: 29,146 MT CO2e FY20: 16,799 MT CO2e FY21: 22,662 MT CO2e FY22: 4,890 MT CO2e.
","{'scope3': 'no', 'vague': 'specific'}",no,specific,NYSE_DIS_2022_results.csv
"We plan to achieve this goal by optimizing water reuse, developing more process ef ciencies, improving infrastructure maintenance, and increasing gray water use.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous,NYSE_DE_2022_results.csv
"Well Being of People The Tilenga EACOP project is being developed in a sensitive social environment and requires the implementation of land acquisition programs focused strongly on respecting the rights of the concerned communities.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_TTE_2022_results.csv
"As a NIKE Community Ambassador, we tell the kids we coach the same thing: consistency is everything.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_NKE_2022_results.csv
"This was in addition to regular ongoing engagement throughout the year with investors of all sizes from around the world.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_DIS_2022_results.csv
"The markets for low carbon electricity and gas (natural gas, bio gas and hydrogen) will need to expand, while coal will have to be eliminated and demand for oil will need to stabilize and then decline.
","{'scope3': 'no', 'vague': 'generic'}",no,generic,NYSE_TTE_2022_results.csv
"Responsible water management at Chang Shin’s footwear facility in Indonesia includes wastewater treatment and recycling.
","{'scope3': 'no', 'vague': 'specific'}",no,specific,NYSE_NKE_2022_results.csv
"This metric is part of Management’s Assertion on select sustainability metrics, which PwC has performed limited assurance over for the period from June 1, 2021, to May 31, 2022, as indicated in the Report of Independent Accountants.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_NKE_2022_results.csv
"By 2025, 160 upstream projects and more than 200 downstream projects will yield reductions in Scope 1 2 emissions of 2.5 and 4.5 Mt of CO2 respectively.
","{'scope3': 'no', 'vague': 'specific'}",no,specific,NYSE_TTE_2022_results.csv
"Achieving this goal is expected to result in an approximately 90% reduction in virgin fossil fuel based plastic used to make Happy Meal toys.
","{'scope3': 'no', 'vague': 'specific'}",no,specific,NYSE_MCD_2022_results.csv
"We define zero carbon electricity as any type of electricity generation that does not generate GHGs such as solar, wind, geothermal, nuclear, and large scale hydropower.
","{'scope3': 'no', 'vague': 'specific'}",no,specific,NYSE_DIS_2022_results.csv
"We worked with ECPAT USA and other external experts on developing training and providing information to partners on the risks of human trafficking in the accommodations industry.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NASDAQ_BKNG_2022_results.csv
"We determined that the most effective way to achieve our waste goals was to produce and procure less waste.
","{'scope3': 'no', 'vague': 'specific'}",no,specific,NYSE_NKE_2022_results.csv
"We’re helping to drive climate action, protecting natural resources, reducing waste and transitioning to more sustainable packaging and toys.
","{'scope3': 'no', 'vague': 'generic'}",no,generic,NYSE_MCD_2022_results.csv
"The other GHGs of sulfur hexafluoride (SF6), perfluorocarbons (PFCs) and nitrogen trifluoride (NF3) are not emitted by NIKE facilities.
","{'scope3': 'no', 'vague': 'specific'}",no,specific,NYSE_NKE_2022_results.csv
"Energy consumption includes natural gas and electricity.
","{'scope3': 'no', 'vague': 'specific'}",no,specific,NYSE_NKE_2022_results.csv
"We recognize that food production can have significant impacts.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous,NYSE_MCD_2022_results.csv
"At John Deere, we take great pride in our work because we know the solutions we create and the products we manufacture genuinely enhance the lives of those who rely on us.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_DE_2022_results.csv
"Employee volunteer time, despite being limited by the pandemic, still totaled more than 18,000 hours, and the company increased its range of virtual community engagement programs.
","{'scope3': 'no', 'vague': 'specific'}",no,specific,NASDAQ_BKNG_2022_results.csv
"In 2022, Pfizer published a Water Stewardship position statement, which describes our commitment to being good stewards of the water we use to make medicines, particularly in water stressed areas.
","{'scope3': 'no', 'vague': 'specific'}",no,specific,NYSE_PFE_2022_results.csv
"R D: Improving detection and measurement Satellites : TotalEnergies partnered with.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous,NYSE_TTE_2022_results.csv
"Hence, we report on most of our subcategories in 3.1 Purchased Goods and Services, and all emissions stemming from 3.2 Capital Goods, 3.6 Business Travel and 3.7 Employee Commuting.
","{'scope3': 'yes', 'vague': 'specific'}",yes,specific,NASDAQ_BKNG_2022_results.csv
